"ポートフォリオ一覧",
"個別表示",
"PTS株価非表示",
"総件数：16件",
"選択範囲：1-16件",
"ページ：1",
"株式（現物/特定預り）",
"銘柄（コード）","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"5991 ニッパツ","2023/04/10",100,911,911,3841,-208,-5.14,+293000,+321.62,384100,
"8316 三井住友","2024/12/17",100,3685,3685,6105,-125,-2.01,+242000,+65.67,610500,
"6701 ＮＥＣ","2025/07/04",100,3971.8,3972,4096,-157,-3.69,+12400,+3.12,409600,
"7011 三菱重","2025/01/28",100,2105,3599,3699,-91,-2.40,+10000,+2.78,369900,
"7011 三菱重","2026/03/02",100,5092,3599,3699,-91,-2.40,+10000,+2.78,369900,
"8273 イズミ","2025/07/23",100,1026.6,1027,920,+16,+1.77,-10700,-10.42,92000,
"8273 イズミ","2026/02/26",200,1026.6,1027,920,+16,+1.77,-21400,-10.42,184000,
"株式(現物/特定預り)合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
2420000,+535300,+28.40,-62400,-2.51,
"投資信託（金額/特定預り）",
"ファンド名","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）","----/--/--",413138,31050.51,22390,44577,+201,+0.45,+916629.28,+99.09,1841645.26,
"ｅＭＡＸＩＳ　Ｓｌｉｍ　全世界株式（除く日本）","----/--/--",12392,20174.31,20175,38452,+91,+0.24,+22648.85,+90.59,47649.71,
"ＳＢＩ・Ｓ・米国高配当株式ファンド（年４回決算型）","----/--/--",425746,10456.35,10457,12276,+86,+0.71,+77443.19,+17.40,522645.78,
"ＳＢＩ・ｉシェアーズ・ゴールドファンド（為替ヘッジあり）","----/--/--",312487,18160.76,18161,19152,+128,+0.67,+30967.46,+5.46,598475.1,
"ｉＦｒｅｅＮＥＸＴ　インド株インデックス","----/--/--",126957,14178.03,14179,13631,-2,-0.01,-6957.24,-3.86,173055.08,
"投資信託(金額/特定預り)合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
3183470.95,+1040731.55,+48.57,+16052.7,+0.51,
"投資信託（金額/NISA預り（成長投資枠））",
"ファンド名","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）","----/--/--",1842939,31050.51,32557,44577,+201,+0.45,+2215212.67,+36.92,8215269.18,
"投資信託(金額/NISA預り(成長投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
8215269.18,+2215212.67,+36.92,+37043.07,+0.45,
"投資信託（金額/NISA預り（つみたて投資枠））",
"ファンド名","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）","----/--/--",875917,31050.51,31967,44577,+201,+0.45,+1104531.33,+39.45,3904575.21,
"投資信託(金額/NISA預り(つみたて投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
3904575.21,+1104531.33,+39.45,+17605.93,+0.45,
"投資信託（金額/旧つみたてNISA預り）",
"ファンド名","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ＳＢＩ・Ｖ・Ｓ＆Ｐ５００インデックス・ファンド","----/--/--",73736,20342.03,20343,40746,+170,+0.42,+150443.56,+100.29,300444.7,
"ｅＭＡＸＩＳ　Ｓｌｉｍ　全世界株式（オール・カントリー）","----/--/--",77628,19322.15,19323,38069,+81,+0.21,+145521.44,+97.01,295522.03,
"投資信託(金額/旧つみたてNISA預り)合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
595966.73,+295965,+98.65,+1882.3,+0.32,
"総合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
18319282.08,+5191740.57,+39.55,+10184,+0.06
