"ポートフォリオ一覧",
"個別表示",
"PTS株価非表示",
"総件数：16件",
"選択範囲：1-16件",
"ページ：1",
"株式（現物/特定預り）",
"銘柄（コード）","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"5991 ニッパツ","2023/04/10",100,911,911,3977,+136,+3.54,+306600,+336.55,397700,
"8316 三井住友","2024/12/17",100,3685,3685,6182,+77,+1.26,+249700,+67.76,618200,
"6701 ＮＥＣ","2025/07/04",100,3971.8,3972,4065,-31,-0.76,+9300,+2.34,406500,
"7011 三菱重","2025/01/28",100,2105,3599,3629,-70,-1.89,+3000,+0.83,362900,
"7011 三菱重","2026/03/02",100,5092,3599,3629,-70,-1.89,+3000,+0.83,362900,
"8273 イズミ","2025/07/23",100,1026.6,1027,920,0,0.00,-10700,-10.42,92000,
"8273 イズミ","2026/02/26",200,1026.6,1027,920,0,0.00,-21400,-10.42,184000,
"株式(現物/特定預り)合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
2424200,+539500,+28.63,+4200,+0.17,
"投資信託（金額/特定預り）",
"ファンド名","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）","----/--/--",413138,31050.51,22390,43496,-1081,-2.43,+871969.06,+94.27,1796985.04,
"ｅＭＡＸＩＳ　Ｓｌｉｍ　全世界株式（除く日本）","----/--/--",12392,20174.31,20175,37613,-839,-2.18,+21609.16,+86.43,46610.02,
"ＳＢＩ・Ｓ・米国高配当株式ファンド（年４回決算型）","----/--/--",427386,10463.02,10464,12194,-82,-0.67,+73937.77,+16.53,521154.48,
"ＳＢＩ・ｉシェアーズ・ゴールドファンド（為替ヘッジあり）","----/--/--",313830,18162.7,18163,18613,-539,-2.81,+14122.35,+2.48,584131.77,
"ｉＦｒｅｅＮＥＸＴ　インド株インデックス","----/--/--",126957,14178.03,14179,13766,+135,+0.99,-5243.32,-2.91,174769,
"投資信託(金額/特定預り)合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
3123650.34,+976395.03,+45.47,-64405.99,-2.02,
"投資信託（金額/NISA預り（成長投資枠））",
"ファンド名","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）","----/--/--",1842939,31050.51,32557,43496,-1081,-2.43,+2015990.97,+33.60,8016047.47,
"投資信託(金額/NISA預り(成長投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
8016047.47,+2015990.97,+33.60,-199221.71,-2.43,
"投資信託（金額/NISA預り（つみたて投資枠））",
"ファンド名","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）","----/--/--",875917,31050.51,31967,43496,-1081,-2.43,+1009844.7,+36.07,3809888.58,
"投資信託(金額/NISA預り(つみたて投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
3809888.58,+1009844.7,+36.07,-94686.63,-2.43,
"投資信託（金額/旧つみたてNISA預り）",
"ファンド名","買付日","数量","参考単価","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ＳＢＩ・Ｖ・Ｓ＆Ｐ５００インデックス・ファンド","----/--/--",73736,20342.03,20343,39775,-971,-2.38,+143283.79,+95.52,293284.94,
"ｅＭＡＸＩＳ　Ｓｌｉｍ　全世界株式（オール・カントリー）","----/--/--",77628,19322.15,19323,37227,-842,-2.21,+138985.17,+92.66,288985.75,
"投資信託(金額/旧つみたてNISA預り)合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
582270.69,+282268.96,+94.09,-13696.04,-2.30,
"総合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
17956057.1,+4823999.68,+36.73,-367810.37,-2.01
